,t,n_start,n_end,weight,active
3836,t1918,n3,n1919,0,1
3837,t1919,n1069,n1920,0,1
3838,t1919,n290,n1920,0,1
3839,t1920,n3,n1921,0,1
3840,t1920,n1465,n1921,0,1
3841,t1921,n705,n1922,0,1
3842,t1921,n7,n1922,0,1
3843,t1922,n516,n1923,0,1
3844,t1922,n846,n1923,0,1
3845,t1923,n331,n1924,0,1
3846,t1923,n20,n1924,0,1
3847,t1924,n382,n1925,0,1
3848,t1924,n644,n1925,0,1
3849,t1925,n7,n1926,0,1
3850,t1925,n725,n1926,0,1
3851,t1926,n69,n1927,0,1
3852,t1926,n1616,n1927,0,1
3853,t1927,n1899,n1928,0,1
3854,t1927,n7,n1928,0,1
3855,t1928,n58,n1929,0,1
3856,t1928,n1112,n1929,0,1
3857,t1929,n1252,n1930,0,1
3858,t1929,n3,n1930,0,1
3859,t1930,n264,n1931,0,1
3860,t1930,n1338,n1931,0,1
3861,t1931,n1623,n1932,0,1
3862,t1931,n330,n1932,0,1
3863,t1932,n179,n1933,0,1
3864,t1932,n127,n1933,0,1
3865,t1933,n46,n1934,0,1
3866,t1933,n258,n1934,0,1
3867,t1934,n993,n1935,0,1
3868,t1934,n213,n1935,0,1
3869,t1935,n594,n1936,0,1
3870,t1935,n3,n1936,0,1
3871,t1936,n30,n1937,0,1
3872,t1936,n285,n1937,0,1
3873,t1937,n30,n1938,0,1
3874,t1937,n598,n1938,0,1
3875,t1938,n83,n1939,0,1
3876,t1938,n3,n1939,0,1
3877,t1939,n18,n1940,0,1
3878,t1939,n15,n1940,0,1
3879,t1940,n725,n1941,0,1
3880,t1940,n34,n1941,0,1
3881,t1941,n1079,n1942,0,1
3882,t1941,n272,n1942,0,1
3883,t1942,n307,n1943,0,1
3884,t1942,n1544,n1943,0,1
3885,t1943,n29,n1944,0,1
3886,t1943,n1035,n1944,0,1
3887,t1944,n530,n1945,0,1
3888,t1944,n673,n1945,0,1
3889,t1945,n1916,n1946,0,1
3890,t1945,n1490,n1946,0,1
3891,t1946,n47,n1947,0,1
3892,t1946,n364,n1947,0,1
3893,t1947,n1274,n1948,0,1
3894,t1947,n1217,n1948,0,1
3895,t1948,n600,n1949,0,1
3896,t1948,n34,n1949,0,1
3897,t1949,n584,n1950,0,1
3898,t1949,n2,n1950,0,1
3899,t1950,n20,n1951,0,1
3900,t1950,n339,n1951,0,1
3901,t1951,n7,n1952,0,1
3902,t1951,n1007,n1952,0,1
3903,t1952,n884,n1953,0,1
3904,t1952,n265,n1953,0,1
3905,t1953,n88,n1954,0,1
3906,t1953,n218,n1954,0,1
3907,t1954,n71,n1955,0,1
3908,t1954,n403,n1955,0,1
3909,t1955,n959,n1956,0,1
3910,t1955,n166,n1956,0,1
3911,t1956,n318,n1957,0,1
3912,t1956,n206,n1957,0,1
3913,t1957,n1201,n1958,0,1
3914,t1957,n295,n1958,0,1
3915,t1958,n762,n1959,0,1
3916,t1958,n3,n1959,0,1
3917,t1959,n46,n1960,0,1
3918,t1959,n187,n1960,0,1
3919,t1960,n272,n1961,0,1
3920,t1960,n258,n1961,0,1
3921,t1961,n1555,n1962,0,1
3922,t1961,n1350,n1962,0,1
3923,t1962,n57,n1963,0,1
3924,t1962,n244,n1963,0,1
3925,t1963,n1917,n1964,0,1
3926,t1963,n7,n1964,0,1
3927,t1964,n89,n1965,0,1
3928,t1964,n20,n1965,0,1
3929,t1965,n48,n1966,0,1
3930,t1965,n1040,n1966,0,1
3931,t1966,n582,n1967,0,1
3932,t1966,n29,n1967,0,1
3933,t1967,n7,n1968,0,1
3934,t1967,n387,n1968,0,1
3935,t1968,n51,n1969,0,1
3936,t1968,n27,n1969,0,1
3937,t1969,n645,n1970,0,1
3938,t1969,n20,n1970,0,1
3939,t1970,n181,n1971,0,1
3940,t1970,n530,n1971,0,1
3941,t1971,n357,n1972,0,1
3942,t1971,n48,n1972,0,1
3943,t1972,n170,n1973,0,1
3944,t1972,n1358,n1973,0,1
3945,t1973,n27,n1974,0,1
3946,t1973,n533,n1974,0,1
3947,t1974,n35,n1975,0,1
3948,t1974,n1566,n1975,0,1
3949,t1975,n637,n1976,0,1
3950,t1975,n406,n1976,0,1
3951,t1976,n20,n1977,0,1
3952,t1976,n1010,n1977,0,1
3953,t1977,n989,n1978,0,1
3954,t1977,n1166,n1978,0,1
3955,t1978,n315,n1979,0,1
3956,t1978,n1337,n1979,0,1
3957,t1979,n7,n1980,0,1
3958,t1979,n678,n1980,0,1
3959,t1980,n1765,n1981,0,1
3960,t1980,n1839,n1981,0,1
3961,t1981,n8,n1982,0,1
3962,t1981,n57,n1982,0,1
3963,t1982,n2,n1983,0,1
3964,t1982,n582,n1983,0,1
3965,t1983,n1531,n1984,0,1
3966,t1983,n715,n1984,0,1
3967,t1984,n1325,n1985,0,1
3968,t1984,n582,n1985,0,1
3969,t1985,n96,n1986,0,1
3970,t1985,n2,n1986,0,1
3971,t1986,n59,n1987,0,1
3972,t1986,n1596,n1987,0,1
3973,t1987,n857,n1988,0,1
3974,t1987,n3,n1988,0,1
3975,t1988,n11,n1989,0,1
3976,t1988,n57,n1989,0,1
3977,t1989,n895,n1990,0,1
3978,t1989,n3,n1990,0,1
3979,t1990,n1292,n1991,0,1
3980,t1990,n15,n1991,0,1
3981,t1991,n1065,n1992,0,1
3982,t1991,n20,n1992,0,1
3983,t1992,n281,n1993,0,1
3984,t1992,n2,n1993,0,1
3985,t1993,n1350,n1994,0,1
3986,t1993,n39,n1994,0,1
3987,t1994,n244,n1995,0,1
3988,t1994,n583,n1995,0,1
3989,t1995,n197,n1996,0,1
3990,t1995,n26,n1996,0,1
3991,t1996,n1101,n1997,0,1
3992,t1996,n60,n1997,0,1
3993,t1997,n1045,n1998,0,1
3994,t1997,n1420,n1998,0,1
3995,t1998,n581,n1999,0,1
3996,t1998,n349,n1999,0,1
3997,t1999,n463,n2000,0,1
3998,t1999,n1370,n2000,0,1
3999,t2000,n9,n2001,0,1
4000,t2000,n1078,n2001,0,1
4001,t2001,n541,n2002,0,1
4002,t2001,n766,n2002,0,1
4003,t2002,n535,n2003,0,1
4004,t2002,n459,n2003,0,1
4005,t2003,n87,n2004,0,1
4006,t2003,n1476,n2004,0,1
4007,t2004,n27,n2005,0,1
4008,t2004,n197,n2005,0,1
4009,t2005,n215,n2006,0,1
4010,t2005,n916,n2006,0,1
4011,t2006,n645,n2007,0,1
4012,t2006,n1749,n2007,0,1
4013,t2007,n1536,n2008,0,1
4014,t2007,n533,n2008,0,1
4015,t2008,n591,n2009,0,1
4016,t2008,n74,n2009,0,1
4017,t2009,n83,n2010,0,1
4018,t2009,n345,n2010,0,1
4019,t2010,n1787,n2011,0,1
4020,t2010,n1070,n2011,0,1
4021,t2011,n951,n2012,0,1
4022,t2011,n625,n2012,0,1
4023,t2012,n2,n2013,0,1
4024,t2012,n41,n2013,0,1
4025,t2013,n9,n2014,0,1
4026,t2013,n1868,n2014,0,1
4027,t2014,n3,n2015,0,1
4028,t2014,n134,n2015,0,1
4029,t2015,n677,n2016,0,1
4030,t2015,n246,n2016,0,1
4031,t2016,n2,n2017,0,1
4032,t2016,n1199,n2017,0,1
4033,t2017,n114,n2018,0,1
4034,t2017,n78,n2018,0,1
4035,t2018,n398,n2019,0,1
4036,t2018,n9,n2019,0,1
4037,t2019,n2,n2020,0,1
4038,t2019,n396,n2020,0,1
4039,t2020,n423,n2021,0,1
4040,t2020,n20,n2021,0,1
4041,t2021,n3,n2022,0,1
4042,t2021,n156,n2022,0,1
4043,t2022,n1597,n2023,0,1
4044,t2022,n907,n2023,0,1
4045,t2023,n43,n2024,0,1
4046,t2023,n27,n2024,0,1
4047,t2024,n190,n2025,0,1
4048,t2024,n2,n2025,0,1
4049,t2025,n39,n2026,0,1
4050,t2025,n3,n2026,0,1
4051,t2026,n18,n2027,0,1
4052,t2026,n429,n2027,0,1
4053,t2027,n3,n2028,0,1
4054,t2027,n887,n2028,0,1
4055,t2028,n35,n2029,0,1
4056,t2028,n171,n2029,0,1
4057,t2029,n338,n2030,0,1
4058,t2029,n1426,n2030,0,1
4059,t2030,n51,n2031,0,1
4060,t2030,n2,n2031,0,1
4061,t2031,n1491,n2032,0,1
4062,t2031,n1173,n2032,0,1
4063,t2032,n1865,n2033,0,1
4064,t2032,n500,n2033,0,1
4065,t2033,n302,n2034,0,1
4066,t2033,n1928,n2034,0,1
4067,t2034,n97,n2035,0,1
4068,t2034,n48,n2035,0,1
4069,t2035,n3,n2036,0,1
4070,t2035,n2,n2036,0,1
4071,t2036,n110,n2037,0,1
4072,t2036,n41,n2037,0,1
4073,t2037,n121,n2038,0,1
4074,t2037,n278,n2038,0,1
4075,t2038,n396,n2039,0,1
4076,t2038,n74,n2039,0,1
4077,t2039,n15,n2040,0,1
4078,t2039,n87,n2040,0,1
4079,t2040,n331,n2041,0,1
4080,t2040,n8,n2041,0,1
4081,t2041,n83,n2042,0,1
4082,t2041,n197,n2042,0,1
4083,t2042,n693,n2043,0,1
4084,t2042,n7,n2043,0,1
4085,t2043,n59,n2044,0,1
4086,t2043,n3,n2044,0,1
4087,t2044,n371,n2045,0,1
4088,t2044,n54,n2045,0,1
4089,t2045,n1316,n2046,0,1
4090,t2045,n7,n2046,0,1
4091,t2046,n264,n2047,0,1
4092,t2046,n793,n2047,0,1
4093,t2047,n840,n2048,0,1
4094,t2047,n170,n2048,0,1
4095,t2048,n3,n2049,0,1
4096,t2048,n18,n2049,0,1
4097,t2049,n567,n2050,0,1
4098,t2049,n69,n2050,0,1
4099,t2050,n57,n2051,0,1
4100,t2050,n8,n2051,0,1
4101,t2051,n3,n2052,0,1
4102,t2051,n395,n2052,0,1
4103,t2052,n237,n2053,0,1
4104,t2052,n1260,n2053,0,1
4105,t2053,n1056,n2054,0,1
4106,t2053,n17,n2054,0,1
4107,t2054,n1652,n2055,0,1
4108,t2054,n29,n2055,0,1
4109,t2055,n622,n2056,0,1
4110,t2055,n3,n2056,0,1
4111,t2056,n13,n2057,0,1
4112,t2056,n398,n2057,0,1
4113,t2057,n3,n2058,0,1
4114,t2057,n820,n2058,0,1
4115,t2058,n9,n2059,0,1
4116,t2058,n83,n2059,0,1
4117,t2059,n996,n2060,0,1
4118,t2059,n80,n2060,0,1
4119,t2060,n1441,n2061,0,1
4120,t2060,n769,n2061,0,1
4121,t2061,n423,n2062,0,1
4122,t2061,n170,n2062,0,1
4123,t2062,n1411,n2063,0,1
4124,t2062,n1065,n2063,0,1
4125,t2063,n1084,n2064,0,1
4126,t2063,n1539,n2064,0,1
4127,t2064,n105,n2065,0,1
4128,t2064,n3,n2065,0,1
4129,t2065,n1140,n2066,0,1
4130,t2065,n329,n2066,0,1
4131,t2066,n786,n2067,0,1
4132,t2066,n87,n2067,0,1
4133,t2067,n27,n2068,0,1
4134,t2067,n97,n2068,0,1
4135,t2068,n530,n2069,0,1
4136,t2068,n7,n2069,0,1
4137,t2069,n39,n2070,0,1
4138,t2069,n36,n2070,0,1
4139,t2070,n1509,n2071,0,1
4140,t2070,n168,n2071,0,1
4141,t2071,n15,n2072,0,1
4142,t2071,n1539,n2072,0,1
4143,t2072,n46,n2073,0,1
4144,t2072,n7,n2073,0,1
4145,t2073,n60,n2074,0,1
4146,t2073,n7,n2074,0,1
4147,t2074,n1065,n2075,0,1
4148,t2074,n1822,n2075,0,1
4149,t2075,n363,n2076,0,1
4150,t2075,n1177,n2076,0,1
4151,t2076,n79,n2077,0,1
4152,t2076,n629,n2077,0,1
4153,t2077,n509,n2078,0,1
4154,t2077,n138,n2078,0,1
4155,t2078,n46,n2079,0,1
4156,t2078,n3,n2079,0,1
4157,t2079,n215,n2080,0,1
4158,t2079,n1561,n2080,0,1
4159,t2080,n3,n2081,0,1
4160,t2080,n83,n2081,0,1
4161,t2081,n7,n2082,0,1
4162,t2081,n508,n2082,0,1
4163,t2082,n69,n2083,0,1
4164,t2082,n194,n2083,0,1
4165,t2083,n1203,n2084,0,1
4166,t2083,n46,n2084,0,1
4167,t2084,n35,n2085,0,1
4168,t2084,n11,n2085,0,1
4169,t2085,n801,n2086,0,1
4170,t2085,n110,n2086,0,1
4171,t2086,n353,n2087,0,1
4172,t2086,n1211,n2087,0,1
4173,t2087,n776,n2088,0,1
4174,t2087,n2,n2088,0,1
4175,t2088,n88,n2089,0,1
4176,t2088,n1639,n2089,0,1
4177,t2089,n637,n2090,0,1
4178,t2089,n20,n2090,0,1
4179,t2090,n83,n2091,0,1
4180,t2090,n2067,n2091,0,1
4181,t2091,n2,n2092,0,1
4182,t2091,n166,n2092,0,1
4183,t2092,n31,n2093,0,1
4184,t2092,n84,n2093,0,1
4185,t2093,n397,n2094,0,1
4186,t2093,n1260,n2094,0,1
4187,t2094,n88,n2095,0,1
4188,t2094,n607,n2095,0,1
4189,t2095,n246,n2096,0,1
4190,t2095,n29,n2096,0,1
4191,t2096,n18,n2097,0,1
4192,t2096,n11,n2097,0,1
4193,t2097,n420,n2098,0,1
4194,t2097,n83,n2098,0,1
4195,t2098,n9,n2099,0,1
4196,t2098,n180,n2099,0,1
4197,t2099,n1166,n2100,0,1
4198,t2099,n1302,n2100,0,1
4199,t2100,n7,n2101,0,1
4200,t2100,n725,n2101,0,1
4201,t2101,n71,n2102,0,1
4202,t2101,n844,n2102,0,1
4203,t2102,n894,n2103,0,1
4204,t2102,n1381,n2103,0,1
4205,t2103,n1232,n2104,0,1
4206,t2103,n2,n2104,0,1
4207,t2104,n655,n2105,0,1
4208,t2104,n1434,n2105,0,1
4209,t2105,n1262,n2106,0,1
4210,t2105,n649,n2106,0,1
4211,t2106,n2,n2107,0,1
4212,t2106,n7,n2107,0,1
4213,t2107,n7,n2108,0,1
4214,t2107,n110,n2108,0,1
4215,t2108,n110,n2109,0,1
4216,t2108,n1369,n2109,0,1
4217,t2109,n1712,n2110,0,1
4218,t2109,n364,n2110,0,1
4219,t2110,n292,n2111,0,1
4220,t2110,n226,n2111,0,1
4221,t2111,n181,n2112,0,1
4222,t2111,n3,n2112,0,1
4223,t2112,n2,n2113,0,1
4224,t2112,n20,n2113,0,1
4225,t2113,n762,n2114,0,1
4226,t2113,n39,n2114,0,1
4227,t2114,n35,n2115,0,1
4228,t2114,n715,n2115,0,1
4229,t2115,n1562,n2116,0,1
4230,t2115,n144,n2116,0,1
4231,t2116,n2,n2117,0,1
4232,t2116,n1924,n2117,0,1
4233,t2117,n9,n2118,0,1
4234,t2117,n110,n2118,0,1
4235,t2118,n275,n2119,0,1
4236,t2118,n662,n2119,0,1
4237,t2119,n228,n2120,0,1
4238,t2119,n2,n2120,0,1
4239,t2120,n3,n2121,0,1
4240,t2120,n1040,n2121,0,1
4241,t2121,n671,n2122,0,1
4242,t2121,n180,n2122,0,1
4243,t2122,n845,n2123,0,1
4244,t2122,n1269,n2123,0,1
4245,t2123,n7,n2124,0,1
4246,t2123,n2,n2124,0,1
4247,t2124,n1968,n2125,0,1
4248,t2124,n84,n2125,0,1
4249,t2125,n1785,n2126,0,1
4250,t2125,n1840,n2126,0,1
4251,t2126,n219,n2127,0,1
4252,t2126,n34,n2127,0,1
4253,t2127,n7,n2128,0,1
4254,t2127,n400,n2128,0,1
4255,t2128,n331,n2129,0,1
4256,t2128,n328,n2129,0,1
4257,t2129,n260,n2130,0,1
4258,t2129,n88,n2130,0,1
4259,t2130,n111,n2131,0,1
4260,t2130,n170,n2131,0,1
4261,t2131,n200,n2132,0,1
4262,t2131,n1299,n2132,0,1
4263,t2132,n1890,n2133,0,1
4264,t2132,n267,n2133,0,1
4265,t2133,n1767,n2134,0,1
4266,t2133,n20,n2134,0,1
4267,t2134,n895,n2135,0,1
4268,t2134,n1159,n2135,0,1
4269,t2135,n9,n2136,0,1
4270,t2135,n57,n2136,0,1
4271,t2136,n57,n2137,0,1
4272,t2136,n396,n2137,0,1
4273,t2137,n1667,n2138,0,1
4274,t2137,n307,n2138,0,1
4275,t2138,n411,n2139,0,1
4276,t2138,n154,n2139,0,1
4277,t2139,n204,n2140,0,1
4278,t2139,n7,n2140,0,1
4279,t2140,n179,n2141,0,1
4280,t2140,n178,n2141,0,1
4281,t2141,n498,n2142,0,1
4282,t2141,n47,n2142,0,1
4283,t2142,n501,n2143,0,1
4284,t2142,n1071,n2143,0,1
4285,t2143,n958,n2144,0,1
4286,t2143,n83,n2144,0,1
4287,t2144,n1753,n2145,0,1
4288,t2144,n612,n2145,0,1
4289,t2145,n1597,n2146,0,1
4290,t2145,n1490,n2146,0,1
4291,t2146,n1936,n2147,0,1
4292,t2146,n1283,n2147,0,1
4293,t2147,n757,n2148,0,1
4294,t2147,n377,n2148,0,1
4295,t2148,n3,n2149,0,1
4296,t2148,n866,n2149,0,1
4297,t2149,n1796,n2150,0,1
4298,t2149,n228,n2150,0,1
4299,t2150,n1830,n2151,0,1
4300,t2150,n993,n2151,0,1
4301,t2151,n48,n2152,0,1
4302,t2151,n1793,n2152,0,1
4303,t2152,n186,n2153,0,1
4304,t2152,n112,n2153,0,1
4305,t2153,n74,n2154,0,1
4306,t2153,n35,n2154,0,1
4307,t2154,n1388,n2155,0,1
4308,t2154,n1962,n2155,0,1
4309,t2155,n935,n2156,0,1
4310,t2155,n1216,n2156,0,1
4311,t2156,n98,n2157,0,1
4312,t2156,n1261,n2157,0,1
4313,t2157,n725,n2158,0,1
4314,t2157,n1822,n2158,0,1
4315,t2158,n101,n2159,0,1
4316,t2158,n568,n2159,0,1
4317,t2159,n127,n2160,0,1
4318,t2159,n345,n2160,0,1
4319,t2160,n644,n2161,0,1
4320,t2160,n1375,n2161,0,1
4321,t2161,n592,n2162,0,1
4322,t2161,n1234,n2162,0,1
4323,t2162,n219,n2163,0,1
4324,t2162,n206,n2163,0,1
4325,t2163,n46,n2164,0,1
4326,t2163,n2,n2164,0,1
4327,t2164,n1079,n2165,0,1
4328,t2164,n1321,n2165,0,1
4329,t2165,n1337,n2166,0,1
4330,t2165,n537,n2166,0,1
4331,t2166,n129,n2167,0,1
4332,t2166,n299,n2167,0,1
4333,t2167,n1934,n2168,0,1
4334,t2167,n2159,n2168,0,1
4335,t2168,n110,n2169,0,1
4336,t2168,n3,n2169,0,1
4337,t2169,n20,n2170,0,1
4338,t2169,n155,n2170,0,1
4339,t2170,n74,n2171,0,1
4340,t2170,n7,n2171,0,1
4341,t2171,n1778,n2172,0,1
4342,t2171,n183,n2172,0,1
4343,t2172,n769,n2173,0,1
4344,t2172,n285,n2173,0,1
4345,t2173,n1063,n2174,0,1
4346,t2173,n1515,n2174,0,1
4347,t2174,n123,n2175,0,1
4348,t2174,n7,n2175,0,1
4349,t2175,n408,n2176,0,1
4350,t2175,n1370,n2176,0,1
4351,t2176,n470,n2177,0,1
4352,t2176,n759,n2177,0,1
4353,t2177,n80,n2178,0,1
4354,t2177,n353,n2178,0,1
4355,t2178,n1384,n2179,0,1
4356,t2178,n8,n2179,0,1
4357,t2179,n1062,n2180,0,1
4358,t2179,n1677,n2180,0,1
4359,t2180,n564,n2181,0,1
4360,t2180,n338,n2181,0,1
4361,t2181,n48,n2182,0,1
4362,t2181,n20,n2182,0,1
4363,t2182,n98,n2183,0,1
4364,t2182,n972,n2183,0,1
4365,t2183,n15,n2184,0,1
4366,t2183,n461,n2184,0,1
4367,t2184,n237,n2185,0,1
4368,t2184,n3,n2185,0,1
4369,t2185,n189,n2186,0,1
4370,t2185,n308,n2186,0,1
4371,t2186,n751,n2187,0,1
4372,t2186,n210,n2187,0,1
4373,t2187,n684,n2188,0,1
4374,t2187,n1035,n2188,0,1
4375,t2188,n1601,n2189,0,1
4376,t2188,n13,n2189,0,1
4377,t2189,n7,n2190,0,1
4378,t2189,n9,n2190,0,1
4379,t2190,n1671,n2191,0,1
4380,t2190,n543,n2191,0,1
4381,t2191,n98,n2192,0,1
4382,t2191,n269,n2192,0,1
4383,t2192,n20,n2193,0,1
4384,t2192,n1357,n2193,0,1
4385,t2193,n3,n2194,0,1
4386,t2193,n51,n2194,0,1
4387,t2194,n27,n2195,0,1
4388,t2194,n428,n2195,0,1
4389,t2195,n1136,n2196,0,1
4390,t2195,n2118,n2196,0,1
4391,t2196,n99,n2197,0,1
4392,t2196,n29,n2197,0,1
4393,t2197,n15,n2198,0,1
4394,t2197,n9,n2198,0,1
4395,t2198,n3,n2199,0,1
4396,t2198,n9,n2199,0,1
4397,t2199,n3,n2200,0,1
4398,t2199,n2067,n2200,0,1
4399,t2200,n100,n2201,0,1
4400,t2200,n2183,n2201,0,1
4401,t2201,n36,n2202,0,1
4402,t2201,n674,n2202,0,1
4403,t2202,n804,n2203,0,1
4404,t2202,n820,n2203,0,1
4405,t2203,n729,n2204,0,1
4406,t2203,n35,n2204,0,1
4407,t2204,n3,n2205,0,1
4408,t2204,n642,n2205,0,1
4409,t2205,n183,n2206,0,1
4410,t2205,n121,n2206,0,1
4411,t2206,n115,n2207,0,1
4412,t2206,n175,n2207,0,1
4413,t2207,n41,n2208,0,1
4414,t2207,n1141,n2208,0,1
4415,t2208,n2,n2209,0,1
4416,t2208,n841,n2209,0,1
4417,t2209,n3,n2210,0,1
4418,t2209,n1257,n2210,0,1
4419,t2210,n2136,n2211,0,1
4420,t2210,n1711,n2211,0,1
4421,t2211,n582,n2212,0,1
4422,t2211,n1325,n2212,0,1
4423,t2212,n27,n2213,0,1
4424,t2212,n35,n2213,0,1
4425,t2213,n1885,n2214,0,1
4426,t2213,n2122,n2214,0,1
4427,t2214,n897,n2215,0,1
4428,t2214,n246,n2215,0,1
4429,t2215,n858,n2216,0,1
4430,t2215,n1340,n2216,0,1
4431,t2216,n176,n2217,0,1
4432,t2216,n213,n2217,0,1
4433,t2217,n57,n2218,0,1
4434,t2217,n46,n2218,0,1
4435,t2218,n431,n2219,0,1
4436,t2218,n528,n2219,0,1
4437,t2219,n1383,n2220,0,1
4438,t2219,n1258,n2220,0,1
4439,t2220,n115,n2221,0,1
4440,t2220,n1631,n2221,0,1
4441,t2221,n46,n2222,0,1
4442,t2221,n2,n2222,0,1
4443,t2222,n29,n2223,0,1
4444,t2222,n988,n2223,0,1
4445,t2223,n1858,n2224,0,1
4446,t2223,n1444,n2224,0,1
4447,t2224,n1785,n2225,0,1
4448,t2224,n35,n2225,0,1
4449,t2225,n100,n2226,0,1
4450,t2225,n39,n2226,0,1
4451,t2226,n80,n2227,0,1
4452,t2226,n101,n2227,0,1
4453,t2227,n57,n2228,0,1
4454,t2227,n1187,n2228,0,1
4455,t2228,n381,n2229,0,1
4456,t2228,n15,n2229,0,1
4457,t2229,n9,n2230,0,1
4458,t2229,n1,n2230,0,1
4459,t2230,n1511,n2231,0,1
4460,t2230,n846,n2231,0,1
4461,t2231,n297,n2232,0,1
4462,t2231,n126,n2232,0,1
4463,t2232,n46,n2233,0,1
4464,t2232,n317,n2233,0,1
4465,t2233,n1881,n2234,0,1
4466,t2233,n2172,n2234,0,1
4467,t2234,n1134,n2235,0,1
4468,t2234,n3,n2235,0,1
4469,t2235,n27,n2236,0,1
4470,t2235,n220,n2236,0,1
4471,t2236,n625,n2237,0,1
4472,t2236,n3,n2237,0,1
4473,t2237,n9,n2238,0,1
4474,t2237,n264,n2238,0,1
4475,t2238,n246,n2239,0,1
4476,t2238,n272,n2239,0,1
4477,t2239,n2118,n2240,0,1
4478,t2239,n833,n2240,0,1
4479,t2240,n868,n2241,0,1
4480,t2240,n83,n2241,0,1
4481,t2241,n110,n2242,0,1
4482,t2241,n59,n2242,0,1
4483,t2242,n582,n2243,0,1
4484,t2242,n876,n2243,0,1
4485,t2243,n1335,n2244,0,1
4486,t2243,n15,n2244,0,1
4487,t2244,n316,n2245,0,1
4488,t2244,n3,n2245,0,1
4489,t2245,n98,n2246,0,1
4490,t2245,n258,n2246,0,1
4491,t2246,n7,n2247,0,1
4492,t2246,n201,n2247,0,1
4493,t2247,n499,n2248,0,1
4494,t2247,n219,n2248,0,1
4495,t2248,n122,n2249,0,1
4496,t2248,n3,n2249,0,1
4497,t2249,n563,n2250,0,1
4498,t2249,n1893,n2250,0,1
4499,t2250,n57,n2251,0,1
4500,t2250,n2130,n2251,0,1
4501,t2251,n96,n2252,0,1
4502,t2251,n811,n2252,0,1
4503,t2252,n1699,n2253,0,1
4504,t2252,n533,n2253,0,1
4505,t2253,n175,n2254,0,1
4506,t2253,n220,n2254,0,1
4507,t2254,n819,n2255,0,1
4508,t2254,n1111,n2255,0,1
4509,t2255,n2,n2256,0,1
4510,t2255,n1656,n2256,0,1
4511,t2256,n578,n2257,0,1
4512,t2256,n46,n2257,0,1
4513,t2257,n345,n2258,0,1
4514,t2257,n1559,n2258,0,1
4515,t2258,n872,n2259,0,1
4516,t2258,n206,n2259,0,1
4517,t2259,n1637,n2260,0,1
4518,t2259,n74,n2260,0,1
4519,t2260,n43,n2261,0,1
4520,t2260,n1589,n2261,0,1
4521,t2261,n1823,n2262,0,1
4522,t2261,n861,n2262,0,1
4523,t2262,n1124,n2263,0,1
4524,t2262,n1185,n2263,0,1
4525,t2263,n171,n2264,0,1
4526,t2263,n27,n2264,0,1
4527,t2264,n1335,n2265,0,1
4528,t2264,n171,n2265,0,1
4529,t2265,n327,n2266,0,1
4530,t2265,n1905,n2266,0,1
4531,t2266,n42,n2267,0,1
4532,t2266,n1040,n2267,0,1
4533,t2267,n70,n2268,0,1
4534,t2267,n537,n2268,0,1
4535,t2268,n2214,n2269,0,1
4536,t2268,n87,n2269,0,1
4537,t2269,n47,n2270,0,1
4538,t2269,n620,n2270,0,1
4539,t2270,n3,n2271,0,1
4540,t2270,n554,n2271,0,1
4541,t2271,n377,n2272,0,1
4542,t2271,n408,n2272,0,1
4543,t2272,n27,n2273,0,1
4544,t2272,n3,n2273,0,1
4545,t2273,n570,n2274,0,1
4546,t2273,n428,n2274,0,1
4547,t2274,n2179,n2275,0,1
4548,t2274,n35,n2275,0,1
4549,t2275,n64,n2276,0,1
4550,t2275,n2,n2276,0,1
4551,t2276,n46,n2277,0,1
4552,t2276,n899,n2277,0,1
4553,t2277,n122,n2278,0,1
4554,t2277,n57,n2278,0,1
4555,t2278,n1843,n2279,0,1
4556,t2278,n1510,n2279,0,1
4557,t2279,n425,n2280,0,1
4558,t2279,n995,n2280,0,1
4559,t2280,n1019,n2281,0,1
4560,t2280,n140,n2281,0,1
4561,t2281,n572,n2282,0,1
4562,t2281,n27,n2282,0,1
4563,t2282,n1532,n2283,0,1
4564,t2282,n1053,n2283,0,1
4565,t2283,n101,n2284,0,1
4566,t2283,n1682,n2284,0,1
4567,t2284,n850,n2285,0,1
4568,t2284,n379,n2285,0,1
4569,t2285,n1940,n2286,0,1
4570,t2285,n35,n2286,0,1
4571,t2286,n584,n2287,0,1
4572,t2286,n757,n2287,0,1
4573,t2287,n8,n2288,0,1
4574,t2287,n1490,n2288,0,1
4575,t2288,n7,n2289,0,1
4576,t2288,n372,n2289,0,1
4577,t2289,n978,n2290,0,1
4578,t2289,n304,n2290,0,1
4579,t2290,n3,n2291,0,1
4580,t2290,n500,n2291,0,1
4581,t2291,n970,n2292,0,1
4582,t2291,n332,n2292,0,1
4583,t2292,n1188,n2293,0,1
4584,t2292,n215,n2293,0,1
4585,t2293,n382,n2294,0,1
4586,t2293,n829,n2294,0,1
4587,t2294,n7,n2295,0,1
4588,t2294,n1133,n2295,0,1
4589,t2295,n74,n2296,0,1
4590,t2295,n83,n2296,0,1
4591,t2296,n18,n2297,0,1
4592,t2296,n958,n2297,0,1
4593,t2297,n285,n2298,0,1
4594,t2297,n23,n2298,0,1
4595,t2298,n644,n2299,0,1
4596,t2298,n423,n2299,0,1
4597,t2299,n8,n2300,0,1
4598,t2299,n1778,n2300,0,1
4599,t2300,n2,n2301,0,1
4600,t2300,n1632,n2301,0,1
4601,t2301,n1335,n2302,0,1
