,t,n_start,n_end,weight,active
371,t186,n45,n187,0,1
372,t186,n2,n187,0,1
373,t187,n0,n188,0,1
374,t187,n1,n188,0,1
375,t188,n87,n189,0,1
376,t188,n20,n189,0,1
377,t189,n25,n190,0,1
378,t189,n8,n190,0,1
379,t190,n41,n191,0,1
380,t190,n7,n191,0,1
381,t191,n101,n192,0,1
382,t191,n119,n192,0,1
383,t192,n20,n193,0,1
384,t192,n7,n193,0,1
385,t193,n9,n194,0,1
386,t193,n145,n194,0,1
387,t194,n123,n195,0,1
388,t194,n37,n195,0,1
389,t195,n23,n196,0,1
390,t195,n1,n196,0,1
391,t196,n20,n197,0,1
392,t196,n101,n197,0,1
393,t197,n121,n198,0,1
394,t197,n48,n198,0,1
395,t198,n0,n199,0,1
396,t198,n22,n199,0,1
397,t199,n7,n200,0,1
398,t199,n1,n200,0,1
399,t200,n22,n201,0,1
400,t200,n44,n201,0,1
401,t201,n199,n202,0,1
402,t201,n8,n202,0,1
403,t202,n170,n203,0,1
404,t202,n16,n203,0,1
405,t203,n0,n204,0,1
406,t203,n1,n204,0,1
407,t204,n62,n205,0,1
408,t204,n1,n205,0,1
409,t205,n68,n206,0,1
410,t205,n194,n206,0,1
411,t206,n101,n207,0,1
412,t206,n8,n207,0,1
413,t207,n25,n208,0,1
414,t207,n66,n208,0,1
415,t208,n62,n209,0,1
416,t208,n0,n209,0,1
417,t209,n1,n210,0,1
418,t209,n7,n210,0,1
419,t210,n0,n211,0,1
420,t210,n174,n211,0,1
421,t211,n5,n212,0,1
422,t211,n0,n212,0,1
423,t212,n80,n213,0,1
424,t212,n101,n213,0,1
425,t213,n45,n214,0,1
426,t213,n212,n214,0,1
427,t214,n200,n215,0,1
428,t214,n163,n215,0,1
429,t215,n1,n216,0,1
430,t215,n101,n216,0,1
431,t216,n1,n217,0,1
432,t216,n0,n217,0,1
433,t217,n8,n218,0,1
434,t217,n148,n218,0,1
435,t218,n40,n219,0,1
436,t218,n1,n219,0,1
437,t219,n42,n220,0,1
438,t219,n5,n220,0,1
439,t220,n7,n221,0,1
440,t220,n47,n221,0,1
441,t221,n221,n222,0,1
442,t221,n0,n222,0,1
443,t222,n187,n223,0,1
444,t222,n16,n223,0,1
445,t223,n0,n224,0,1
446,t223,n31,n224,0,1
447,t224,n101,n225,0,1
448,t224,n0,n225,0,1
449,t225,n183,n226,0,1
450,t225,n0,n226,0,1
451,t226,n20,n227,0,1
452,t226,n62,n227,0,1
453,t227,n8,n228,0,1
454,t227,n102,n228,0,1
455,t228,n25,n229,0,1
456,t228,n66,n229,0,1
457,t229,n121,n230,0,1
458,t229,n219,n230,0,1
459,t230,n5,n231,0,1
460,t230,n1,n231,0,1
461,t231,n101,n232,0,1
462,t231,n68,n232,0,1
463,t232,n5,n233,0,1
464,t232,n10,n233,0,1
465,t233,n25,n234,0,1
466,t233,n62,n234,0,1
467,t234,n78,n235,0,1
468,t234,n16,n235,0,1
469,t235,n160,n236,0,1
470,t235,n1,n236,0,1
471,t236,n230,n237,0,1
472,t236,n0,n237,0,1
473,t237,n7,n238,0,1
474,t237,n8,n238,0,1
475,t238,n168,n239,0,1
476,t238,n202,n239,0,1
477,t239,n123,n240,0,1
478,t239,n203,n240,0,1
479,t240,n66,n241,0,1
480,t240,n1,n241,0,1
481,t241,n36,n242,0,1
482,t241,n0,n242,0,1
483,t242,n0,n243,0,1
484,t242,n210,n243,0,1
485,t243,n62,n244,0,1
486,t243,n197,n244,0,1
487,t244,n148,n245,0,1
488,t244,n75,n245,0,1
489,t245,n1,n246,0,1
490,t245,n0,n246,0,1
491,t246,n0,n247,0,1
492,t246,n1,n247,0,1
493,t247,n242,n248,0,1
494,t247,n0,n248,0,1
495,t248,n5,n249,0,1
496,t248,n131,n249,0,1
497,t249,n0,n250,0,1
498,t249,n5,n250,0,1
499,t250,n184,n251,0,1
500,t250,n106,n251,0,1
501,t251,n66,n252,0,1
502,t251,n37,n252,0,1
503,t252,n101,n253,0,1
504,t252,n1,n253,0,1
505,t253,n0,n254,0,1
506,t253,n116,n254,0,1
507,t254,n230,n255,0,1
508,t254,n101,n255,0,1
509,t255,n1,n256,0,1
510,t255,n191,n256,0,1
511,t256,n8,n257,0,1
512,t256,n101,n257,0,1
513,t257,n197,n258,0,1
514,t257,n119,n258,0,1
515,t258,n94,n259,0,1
516,t258,n257,n259,0,1
517,t259,n132,n260,0,1
518,t259,n1,n260,0,1
519,t260,n41,n261,0,1
520,t260,n229,n261,0,1
521,t261,n38,n262,0,1
522,t261,n56,n262,0,1
523,t262,n25,n263,0,1
524,t262,n66,n263,0,1
525,t263,n121,n264,0,1
526,t263,n1,n264,0,1
527,t264,n242,n265,0,1
528,t264,n132,n265,0,1
529,t265,n101,n266,0,1
530,t265,n179,n266,0,1
531,t266,n8,n267,0,1
532,t266,n1,n267,0,1
533,t267,n252,n268,0,1
534,t267,n1,n268,0,1
535,t268,n147,n269,0,1
536,t268,n199,n269,0,1
537,t269,n94,n270,0,1
538,t269,n25,n270,0,1
539,t270,n7,n271,0,1
540,t270,n1,n271,0,1
541,t271,n58,n272,0,1
542,t271,n0,n272,0,1
543,t272,n1,n273,0,1
544,t272,n53,n273,0,1
545,t273,n5,n274,0,1
546,t273,n101,n274,0,1
547,t274,n16,n275,0,1
548,t274,n187,n275,0,1
549,t275,n78,n276,0,1
550,t275,n0,n276,0,1
551,t276,n48,n277,0,1
552,t276,n5,n277,0,1
553,t277,n1,n278,0,1
554,t277,n184,n278,0,1
555,t278,n1,n279,0,1
556,t278,n104,n279,0,1
557,t279,n9,n280,0,1
558,t279,n5,n280,0,1
559,t280,n226,n281,0,1
560,t280,n1,n281,0,1
561,t281,n116,n282,0,1
562,t281,n27,n282,0,1
563,t282,n0,n283,0,1
564,t282,n124,n283,0,1
565,t283,n12,n284,0,1
566,t283,n31,n284,0,1
567,t284,n36,n285,0,1
568,t284,n16,n285,0,1
569,t285,n7,n286,0,1
570,t285,n1,n286,0,1
571,t286,n44,n287,0,1
572,t286,n101,n287,0,1
573,t287,n37,n288,0,1
574,t287,n8,n288,0,1
575,t288,n0,n289,0,1
576,t288,n184,n289,0,1
577,t289,n119,n290,0,1
578,t289,n9,n290,0,1
579,t290,n17,n291,0,1
580,t290,n88,n291,0,1
581,t291,n36,n292,0,1
582,t291,n277,n292,0,1
583,t292,n219,n293,0,1
584,t292,n201,n293,0,1
585,t293,n266,n294,0,1
586,t293,n1,n294,0,1
587,t294,n101,n295,0,1
588,t294,n117,n295,0,1
589,t295,n0,n296,0,1
590,t295,n43,n296,0,1
591,t296,n25,n297,0,1
592,t296,n23,n297,0,1
593,t297,n225,n298,0,1
594,t297,n91,n298,0,1
595,t298,n1,n299,0,1
596,t298,n268,n299,0,1
597,t299,n273,n300,0,1
598,t299,n1,n300,0,1
599,t300,n1,n301,0,1
600,t300,n13,n301,0,1
601,t301,n104,n302,0,1
602,t301,n242,n302,0,1
603,t302,n94,n303,0,1
604,t302,n102,n303,0,1
605,t303,n277,n304,0,1
606,t303,n66,n304,0,1
607,t304,n0,n305,0,1
608,t304,n176,n305,0,1
609,t305,n74,n306,0,1
610,t305,n1,n306,0,1
611,t306,n39,n307,0,1
612,t306,n62,n307,0,1
613,t307,n101,n308,0,1
614,t307,n1,n308,0,1
615,t308,n101,n309,0,1
616,t308,n8,n309,0,1
617,t309,n258,n310,0,1
618,t309,n101,n310,0,1
619,t310,n114,n311,0,1
620,t310,n25,n311,0,1
621,t311,n1,n312,0,1
622,t311,n143,n312,0,1
623,t312,n93,n313,0,1
624,t312,n48,n313,0,1
625,t313,n101,n314,0,1
626,t313,n255,n314,0,1
627,t314,n1,n315,0,1
628,t314,n0,n315,0,1
629,t315,n20,n316,0,1
630,t315,n277,n316,0,1
631,t316,n25,n317,0,1
632,t316,n308,n317,0,1
633,t317,n43,n318,0,1
634,t317,n18,n318,0,1
635,t318,n1,n319,0,1
636,t318,n101,n319,0,1
637,t319,n214,n320,0,1
638,t319,n187,n320,0,1
639,t320,n0,n321,0,1
640,t320,n1,n321,0,1
641,t321,n0,n322,0,1
642,t321,n1,n322,0,1
643,t322,n183,n323,0,1
644,t322,n1,n323,0,1
645,t323,n20,n324,0,1
646,t323,n98,n324,0,1
647,t324,n45,n325,0,1
648,t324,n8,n325,0,1
649,t325,n31,n326,0,1
650,t325,n91,n326,0,1
651,t326,n7,n327,0,1
652,t326,n90,n327,0,1
653,t327,n101,n328,0,1
654,t327,n117,n328,0,1
655,t328,n302,n329,0,1
656,t328,n1,n329,0,1
657,t329,n248,n330,0,1
658,t329,n1,n330,0,1
659,t330,n94,n331,0,1
660,t330,n1,n331,0,1
661,t331,n101,n332,0,1
662,t331,n186,n332,0,1
663,t332,n172,n333,0,1
664,t332,n104,n333,0,1
665,t333,n47,n334,0,1
666,t333,n0,n334,0,1
667,t334,n17,n335,0,1
668,t334,n8,n335,0,1
669,t335,n7,n336,0,1
670,t335,n0,n336,0,1
671,t336,n94,n337,0,1
672,t336,n37,n337,0,1
673,t337,n16,n338,0,1
674,t337,n66,n338,0,1
675,t338,n37,n339,0,1
676,t338,n104,n339,0,1
677,t339,n22,n340,0,1
678,t339,n0,n340,0,1
679,t340,n340,n341,0,1
680,t340,n288,n341,0,1
681,t341,n1,n342,0,1
682,t341,n5,n342,0,1
683,t342,n66,n343,0,1
684,t342,n0,n343,0,1
685,t343,n91,n344,0,1
686,t343,n1,n344,0,1
687,t344,n213,n345,0,1
688,t344,n124,n345,0,1
689,t345,n102,n346,0,1
690,t345,n317,n346,0,1
691,t346,n101,n347,0,1
692,t346,n16,n347,0,1
693,t347,n8,n348,0,1
694,t347,n19,n348,0,1
695,t348,n16,n349,0,1
696,t348,n277,n349,0,1
697,t349,n94,n350,0,1
698,t349,n0,n350,0,1
699,t350,n7,n351,0,1
700,t350,n184,n351,0,1
701,t351,n0,n352,0,1
702,t351,n25,n352,0,1
703,t352,n119,n353,0,1
704,t352,n262,n353,0,1
705,t353,n7,n354,0,1
706,t353,n1,n354,0,1
707,t354,n1,n355,0,1
708,t354,n0,n355,0,1
709,t355,n70,n356,0,1
710,t355,n8,n356,0,1
711,t356,n20,n357,0,1
712,t356,n306,n357,0,1
713,t357,n23,n358,0,1
714,t357,n98,n358,0,1
715,t358,n272,n359,0,1
716,t358,n110,n359,0,1
717,t359,n216,n360,0,1
718,t359,n7,n360,0,1
719,t360,n41,n361,0,1
720,t360,n101,n361,0,1
721,t361,n50,n362,0,1
722,t361,n39,n362,0,1
723,t362,n2,n363,0,1
724,t362,n16,n363,0,1
725,t363,n94,n364,0,1
726,t363,n121,n364,0,1
727,t364,n45,n365,0,1
728,t364,n19,n365,0,1
729,t365,n91,n366,0,1
730,t365,n281,n366,0,1
731,t366,n48,n367,0,1
732,t366,n1,n367,0,1
733,t367,n101,n368,0,1
734,t367,n58,n368,0,1
735,t368,n16,n369,0,1
736,t368,n20,n369,0,1
737,t369,n119,n370,0,1
738,t369,n101,n370,0,1
739,t370,n189,n371,0,1
740,t370,n365,n371,0,1
741,t371,n66,n372,0,1
742,t371,n1,n372,0,1
743,t372,n101,n373,0,1
744,t372,n57,n373,0,1
745,t373,n22,n374,0,1
746,t373,n230,n374,0,1
747,t374,n0,n375,0,1
748,t374,n101,n375,0,1
749,t375,n304,n376,0,1
750,t375,n212,n376,0,1
751,t376,n304,n377,0,1
752,t376,n101,n377,0,1
753,t377,n1,n378,0,1
754,t377,n27,n378,0,1
755,t378,n7,n379,0,1
756,t378,n148,n379,0,1
757,t379,n37,n380,0,1
758,t379,n161,n380,0,1
759,t380,n0,n381,0,1
760,t380,n1,n381,0,1
761,t381,n66,n382,0,1
762,t381,n1,n382,0,1
763,t382,n119,n383,0,1
764,t382,n122,n383,0,1
765,t383,n101,n384,0,1
766,t383,n12,n384,0,1
767,t384,n5,n385,0,1
768,t384,n168,n385,0,1
769,t385,n66,n386,0,1
770,t385,n197,n386,0,1
771,t386,n205,n387,0,1
772,t386,n384,n387,0,1
773,t387,n1,n388,0,1
774,t387,n101,n388,0,1
775,t388,n54,n389,0,1
776,t388,n0,n389,0,1
777,t389,n20,n390,0,1
778,t389,n365,n390,0,1
779,t390,n280,n391,0,1
780,t390,n101,n391,0,1
781,t391,n20,n392,0,1
782,t391,n101,n392,0,1
783,t392,n0,n393,0,1
784,t392,n1,n393,0,1
785,t393,n1,n394,0,1
786,t393,n101,n394,0,1
787,t394,n0,n395,0,1
788,t394,n40,n395,0,1
789,t395,n25,n396,0,1
790,t395,n14,n396,0,1
791,t396,n20,n397,0,1
792,t396,n8,n397,0,1
793,t397,n0,n398,0,1
794,t397,n225,n398,0,1
795,t398,n71,n399,0,1
796,t398,n116,n399,0,1
797,t399,n158,n400,0,1
798,t399,n216,n400,0,1
799,t400,n101,n401,0,1
800,t400,n71,n401,0,1
801,t401,n160,n402,0,1
802,t401,n319,n402,0,1
803,t402,n25,n403,0,1
804,t402,n8,n403,0,1
805,t403,n101,n404,0,1
806,t403,n66,n404,0,1
807,t404,n1,n405,0,1
808,t404,n7,n405,0,1
809,t405,n0,n406,0,1
810,t405,n334,n406,0,1
811,t406,n200,n407,0,1
812,t406,n119,n407,0,1
813,t407,n308,n408,0,1
814,t407,n371,n408,0,1
815,t408,n37,n409,0,1
816,t408,n148,n409,0,1
817,t409,n262,n410,0,1
818,t409,n7,n410,0,1
819,t410,n37,n411,0,1
820,t410,n288,n411,0,1
821,t411,n37,n412,0,1
822,t411,n101,n412,0,1
823,t412,n16,n413,0,1
824,t412,n183,n413,0,1
825,t413,n404,n414,0,1
826,t413,n365,n414,0,1
827,t414,n7,n415,0,1
828,t414,n1,n415,0,1
829,t415,n8,n416,0,1
830,t415,n355,n416,0,1
831,t416,n382,n417,0,1
832,t416,n25,n417,0,1
833,t417,n147,n418,0,1
834,t417,n117,n418,0,1
835,t418,n225,n419,0,1
836,t418,n415,n419,0,1
837,t419,n37,n420,0,1
838,t419,n205,n420,0,1
839,t420,n37,n421,0,1
840,t420,n229,n421,0,1
841,t421,n144,n422,0,1
842,t421,n66,n422,0,1
843,t422,n70,n423,0,1
844,t422,n101,n423,0,1
845,t423,n98,n424,0,1
846,t423,n0,n424,0,1
847,t424,n101,n425,0,1
848,t424,n2,n425,0,1
849,t425,n83,n426,0,1
850,t425,n101,n426,0,1
851,t426,n1,n427,0,1
852,t426,n246,n427,0,1
853,t427,n8,n428,0,1
854,t427,n25,n428,0,1
855,t428,n22,n429,0,1
856,t428,n377,n429,0,1
857,t429,n101,n430,0,1
858,t429,n1,n430,0,1
859,t430,n232,n431,0,1
860,t430,n384,n431,0,1
861,t431,n55,n432,0,1
862,t431,n163,n432,0,1
863,t432,n101,n433,0,1
864,t432,n25,n433,0,1
865,t433,n241,n434,0,1
866,t433,n128,n434,0,1
867,t434,n8,n435,0,1
868,t434,n101,n435,0,1
869,t435,n101,n436,0,1
870,t435,n1,n436,0,1
871,t436,n66,n437,0,1
872,t436,n167,n437,0,1
873,t437,n31,n438,0,1
874,t437,n1,n438,0,1
875,t438,n165,n439,0,1
876,t438,n286,n439,0,1
877,t439,n266,n440,0,1
878,t439,n167,n440,0,1
879,t440,n101,n441,0,1
880,t440,n316,n441,0,1
881,t441,n342,n442,0,1
882,t441,n273,n442,0,1
883,t442,n31,n443,0,1
884,t442,n58,n443,0,1
885,t443,n29,n444,0,1
886,t443,n143,n444,0,1
887,t444,n350,n445,0,1
888,t444,n16,n445,0,1
889,t445,n441,n446,0,1
890,t445,n101,n446,0,1
891,t446,n101,n447,0,1
892,t446,n0,n447,0,1
893,t447,n189,n448,0,1
894,t447,n404,n448,0,1
895,t448,n7,n449,0,1
896,t448,n1,n449,0,1
897,t449,n36,n450,0,1
898,t449,n101,n450,0,1
899,t450,n1,n451,0,1
900,t450,n0,n451,0,1
901,t451,n0,n452,0,1
902,t451,n253,n452,0,1
903,t452,n101,n453,0,1
904,t452,n55,n453,0,1
905,t453,n101,n454,0,1
906,t453,n1,n454,0,1
907,t454,n66,n455,0,1
908,t454,n101,n455,0,1
909,t455,n246,n456,0,1
910,t455,n40,n456,0,1
911,t456,n184,n457,0,1
912,t456,n139,n457,0,1
913,t457,n101,n458,0,1
914,t457,n0,n458,0,1
915,t458,n341,n459,0,1
916,t458,n57,n459,0,1
917,t459,n288,n460,0,1
918,t459,n285,n460,0,1
919,t460,n7,n461,0,1
920,t460,n46,n461,0,1
921,t461,n1,n462,0,1
922,t461,n37,n462,0,1
923,t462,n101,n463,0,1
924,t462,n5,n463,0,1
925,t463,n371,n464,0,1
926,t463,n8,n464,0,1
927,t464,n436,n465,0,1
928,t464,n445,n465,0,1
929,t465,n247,n466,0,1
930,t465,n264,n466,0,1
