,t,n_start,n_end,weight,active
371,t186,n175,n187,0,1
372,t186,n29,n187,0,1
373,t187,n29,n188,0,1
374,t187,n3,n188,0,1
375,t188,n45,n189,0,1
376,t188,n147,n189,0,1
377,t189,n34,n190,0,1
378,t189,n97,n190,0,1
379,t190,n49,n191,0,1
380,t190,n155,n191,0,1
381,t191,n1,n192,0,1
382,t191,n18,n192,0,1
383,t192,n115,n193,0,1
384,t192,n157,n193,0,1
385,t193,n157,n194,0,1
386,t193,n56,n194,0,1
387,t194,n24,n195,0,1
388,t194,n140,n195,0,1
389,t195,n10,n196,0,1
390,t195,n29,n196,0,1
391,t196,n21,n197,0,1
392,t196,n52,n197,0,1
393,t197,n39,n198,0,1
394,t197,n113,n198,0,1
395,t198,n64,n199,0,1
396,t198,n166,n199,0,1
397,t199,n23,n200,0,1
398,t199,n179,n200,0,1
399,t200,n70,n201,0,1
400,t200,n3,n201,0,1
401,t201,n32,n202,0,1
402,t201,n61,n202,0,1
403,t202,n155,n203,0,1
404,t202,n114,n203,0,1
405,t203,n57,n204,0,1
406,t203,n175,n204,0,1
407,t204,n78,n205,0,1
408,t204,n34,n205,0,1
409,t205,n203,n206,0,1
410,t205,n1,n206,0,1
411,t206,n97,n207,0,1
412,t206,n166,n207,0,1
413,t207,n61,n208,0,1
414,t207,n18,n208,0,1
415,t208,n49,n209,0,1
416,t208,n3,n209,0,1
417,t209,n49,n210,0,1
418,t209,n38,n210,0,1
419,t210,n18,n211,0,1
420,t210,n178,n211,0,1
421,t211,n21,n212,0,1
422,t211,n38,n212,0,1
423,t212,n55,n213,0,1
424,t212,n57,n213,0,1
425,t213,n206,n214,0,1
426,t213,n55,n214,0,1
427,t214,n4,n215,0,1
428,t214,n82,n215,0,1
429,t215,n164,n216,0,1
430,t215,n186,n216,0,1
431,t216,n35,n217,0,1
432,t216,n97,n217,0,1
433,t217,n84,n218,0,1
434,t217,n78,n218,0,1
435,t218,n179,n219,0,1
436,t218,n192,n219,0,1
437,t219,n10,n220,0,1
438,t219,n79,n220,0,1
439,t220,n177,n221,0,1
440,t220,n175,n221,0,1
441,t221,n57,n222,0,1
442,t221,n38,n222,0,1
443,t222,n84,n223,0,1
444,t222,n55,n223,0,1
445,t223,n1,n224,0,1
446,t223,n10,n224,0,1
447,t224,n1,n225,0,1
448,t224,n70,n225,0,1
449,t225,n18,n226,0,1
450,t225,n30,n226,0,1
451,t226,n27,n227,0,1
452,t226,n1,n227,0,1
453,t227,n18,n228,0,1
454,t227,n24,n228,0,1
455,t228,n3,n229,0,1
456,t228,n114,n229,0,1
457,t229,n3,n230,0,1
458,t229,n32,n230,0,1
459,t230,n175,n231,0,1
460,t230,n3,n231,0,1
461,t231,n11,n232,0,1
462,t231,n230,n232,0,1
463,t232,n3,n233,0,1
464,t232,n27,n233,0,1
465,t233,n94,n234,0,1
466,t233,n20,n234,0,1
467,t234,n135,n235,0,1
468,t234,n219,n235,0,1
469,t235,n32,n236,0,1
470,t235,n107,n236,0,1
471,t236,n3,n237,0,1
472,t236,n63,n237,0,1
473,t237,n138,n238,0,1
474,t237,n82,n238,0,1
475,t238,n3,n239,0,1
476,t238,n143,n239,0,1
477,t239,n44,n240,0,1
478,t239,n1,n240,0,1
479,t240,n96,n241,0,1
480,t240,n186,n241,0,1
481,t241,n82,n242,0,1
482,t241,n50,n242,0,1
483,t242,n159,n243,0,1
484,t242,n82,n243,0,1
485,t243,n115,n244,0,1
486,t243,n198,n244,0,1
487,t244,n46,n245,0,1
488,t244,n20,n245,0,1
489,t245,n115,n246,0,1
490,t245,n1,n246,0,1
491,t246,n32,n247,0,1
492,t246,n119,n247,0,1
493,t247,n244,n248,0,1
494,t247,n212,n248,0,1
495,t248,n35,n249,0,1
496,t248,n29,n249,0,1
497,t249,n211,n250,0,1
498,t249,n3,n250,0,1
499,t250,n184,n251,0,1
500,t250,n89,n251,0,1
501,t251,n10,n252,0,1
502,t251,n41,n252,0,1
503,t252,n29,n253,0,1
504,t252,n24,n253,0,1
505,t253,n90,n254,0,1
506,t253,n174,n254,0,1
507,t254,n49,n255,0,1
508,t254,n27,n255,0,1
509,t255,n29,n256,0,1
510,t255,n37,n256,0,1
511,t256,n21,n257,0,1
512,t256,n125,n257,0,1
513,t257,n35,n258,0,1
514,t257,n244,n258,0,1
515,t258,n21,n259,0,1
516,t258,n175,n259,0,1
517,t259,n18,n260,0,1
518,t259,n82,n260,0,1
519,t260,n230,n261,0,1
520,t260,n23,n261,0,1
521,t261,n111,n262,0,1
522,t261,n166,n262,0,1
523,t262,n21,n263,0,1
524,t262,n29,n263,0,1
525,t263,n30,n264,0,1
526,t263,n29,n264,0,1
527,t264,n89,n265,0,1
528,t264,n255,n265,0,1
529,t265,n11,n266,0,1
530,t265,n21,n266,0,1
531,t266,n75,n267,0,1
532,t266,n260,n267,0,1
533,t267,n223,n268,0,1
534,t267,n1,n268,0,1
535,t268,n3,n269,0,1
536,t268,n18,n269,0,1
537,t269,n196,n270,0,1
538,t269,n59,n270,0,1
539,t270,n19,n271,0,1
540,t270,n266,n271,0,1
541,t271,n32,n272,0,1
542,t271,n82,n272,0,1
543,t272,n231,n273,0,1
544,t272,n11,n273,0,1
545,t273,n157,n274,0,1
546,t273,n266,n274,0,1
547,t274,n3,n275,0,1
548,t274,n160,n275,0,1
549,t275,n175,n276,0,1
550,t275,n264,n276,0,1
551,t276,n27,n277,0,1
552,t276,n203,n277,0,1
553,t277,n27,n278,0,1
554,t277,n18,n278,0,1
555,t278,n221,n279,0,1
556,t278,n61,n279,0,1
557,t279,n82,n280,0,1
558,t279,n61,n280,0,1
559,t280,n29,n281,0,1
560,t280,n254,n281,0,1
561,t281,n3,n282,0,1
562,t281,n247,n282,0,1
563,t282,n27,n283,0,1
564,t282,n35,n283,0,1
565,t283,n68,n284,0,1
566,t283,n178,n284,0,1
567,t284,n41,n285,0,1
568,t284,n256,n285,0,1
569,t285,n37,n286,0,1
570,t285,n112,n286,0,1
571,t286,n127,n287,0,1
572,t286,n245,n287,0,1
573,t287,n29,n288,0,1
574,t287,n3,n288,0,1
575,t288,n115,n289,0,1
576,t288,n27,n289,0,1
577,t289,n179,n290,0,1
578,t289,n79,n290,0,1
579,t290,n32,n291,0,1
580,t290,n1,n291,0,1
581,t291,n84,n292,0,1
582,t291,n76,n292,0,1
583,t292,n3,n293,0,1
584,t292,n86,n293,0,1
585,t293,n56,n294,0,1
586,t293,n157,n294,0,1
587,t294,n275,n295,0,1
588,t294,n56,n295,0,1
589,t295,n32,n296,0,1
590,t295,n63,n296,0,1
591,t296,n48,n297,0,1
592,t296,n31,n297,0,1
593,t297,n266,n298,0,1
594,t297,n293,n298,0,1
595,t298,n168,n299,0,1
596,t298,n115,n299,0,1
597,t299,n233,n300,0,1
598,t299,n50,n300,0,1
599,t300,n68,n301,0,1
600,t300,n32,n301,0,1
601,t301,n29,n302,0,1
602,t301,n113,n302,0,1
603,t302,n72,n303,0,1
604,t302,n21,n303,0,1
605,t303,n300,n304,0,1
606,t303,n21,n304,0,1
607,t304,n31,n305,0,1
608,t304,n139,n305,0,1
609,t305,n94,n306,0,1
610,t305,n45,n306,0,1
611,t306,n1,n307,0,1
612,t306,n3,n307,0,1
613,t307,n27,n308,0,1
614,t307,n72,n308,0,1
615,t308,n157,n309,0,1
616,t308,n29,n309,0,1
617,t309,n110,n310,0,1
618,t309,n38,n310,0,1
619,t310,n27,n311,0,1
620,t310,n21,n311,0,1
621,t311,n300,n312,0,1
622,t311,n1,n312,0,1
623,t312,n208,n313,0,1
624,t312,n225,n313,0,1
625,t313,n234,n314,0,1
626,t313,n165,n314,0,1
627,t314,n186,n315,0,1
628,t314,n289,n315,0,1
629,t315,n138,n316,0,1
630,t315,n27,n316,0,1
631,t316,n23,n317,0,1
632,t316,n55,n317,0,1
633,t317,n50,n318,0,1
634,t317,n45,n318,0,1
635,t318,n255,n319,0,1
636,t318,n96,n319,0,1
637,t319,n300,n320,0,1
638,t319,n27,n320,0,1
639,t320,n82,n321,0,1
640,t320,n6,n321,0,1
641,t321,n92,n322,0,1
642,t321,n41,n322,0,1
643,t322,n27,n323,0,1
644,t322,n64,n323,0,1
645,t323,n84,n324,0,1
646,t323,n133,n324,0,1
647,t324,n27,n325,0,1
648,t324,n96,n325,0,1
649,t325,n131,n326,0,1
650,t325,n24,n326,0,1
651,t326,n32,n327,0,1
652,t326,n1,n327,0,1
653,t327,n175,n328,0,1
654,t327,n4,n328,0,1
655,t328,n175,n329,0,1
656,t328,n116,n329,0,1
657,t329,n68,n330,0,1
658,t329,n97,n330,0,1
659,t330,n18,n331,0,1
660,t330,n198,n331,0,1
661,t331,n175,n332,0,1
662,t331,n68,n332,0,1
663,t332,n101,n333,0,1
664,t332,n281,n333,0,1
665,t333,n259,n334,0,1
666,t333,n53,n334,0,1
667,t334,n51,n335,0,1
668,t334,n230,n335,0,1
669,t335,n309,n336,0,1
670,t335,n55,n336,0,1
671,t336,n223,n337,0,1
672,t336,n3,n337,0,1
673,t337,n114,n338,0,1
674,t337,n257,n338,0,1
675,t338,n1,n339,0,1
676,t338,n175,n339,0,1
677,t339,n50,n340,0,1
678,t339,n61,n340,0,1
679,t340,n332,n341,0,1
680,t340,n146,n341,0,1
681,t341,n113,n342,0,1
682,t341,n340,n342,0,1
683,t342,n35,n343,0,1
684,t342,n309,n343,0,1
685,t343,n29,n344,0,1
686,t343,n3,n344,0,1
687,t344,n68,n345,0,1
688,t344,n18,n345,0,1
689,t345,n155,n346,0,1
690,t345,n18,n346,0,1
691,t346,n10,n347,0,1
692,t346,n191,n347,0,1
693,t347,n20,n348,0,1
694,t347,n30,n348,0,1
695,t348,n116,n349,0,1
696,t348,n35,n349,0,1
697,t349,n283,n350,0,1
698,t349,n91,n350,0,1
699,t350,n243,n351,0,1
700,t350,n3,n351,0,1
701,t351,n30,n352,0,1
702,t351,n23,n352,0,1
703,t352,n352,n353,0,1
704,t352,n29,n353,0,1
705,t353,n175,n354,0,1
706,t353,n165,n354,0,1
707,t354,n29,n355,0,1
708,t354,n216,n355,0,1
709,t355,n1,n356,0,1
710,t355,n97,n356,0,1
711,t356,n12,n357,0,1
712,t356,n1,n357,0,1
713,t357,n259,n358,0,1
714,t357,n254,n358,0,1
715,t358,n38,n359,0,1
716,t358,n82,n359,0,1
717,t359,n135,n360,0,1
718,t359,n38,n360,0,1
719,t360,n50,n361,0,1
720,t360,n10,n361,0,1
721,t361,n169,n362,0,1
722,t361,n230,n362,0,1
723,t362,n3,n363,0,1
724,t362,n312,n363,0,1
725,t363,n323,n364,0,1
726,t363,n155,n364,0,1
727,t364,n75,n365,0,1
728,t364,n18,n365,0,1
729,t365,n16,n366,0,1
730,t365,n8,n366,0,1
731,t366,n29,n367,0,1
732,t366,n212,n367,0,1
733,t367,n96,n368,0,1
734,t367,n1,n368,0,1
735,t368,n123,n369,0,1
736,t368,n29,n369,0,1
737,t369,n147,n370,0,1
738,t369,n27,n370,0,1
739,t370,n175,n371,0,1
740,t370,n256,n371,0,1
741,t371,n29,n372,0,1
742,t371,n274,n372,0,1
743,t372,n279,n373,0,1
744,t372,n238,n373,0,1
745,t373,n53,n374,0,1
746,t373,n29,n374,0,1
747,t374,n116,n375,0,1
748,t374,n97,n375,0,1
749,t375,n197,n376,0,1
750,t375,n3,n376,0,1
751,t376,n306,n377,0,1
752,t376,n44,n377,0,1
753,t377,n62,n378,0,1
754,t377,n3,n378,0,1
755,t378,n23,n379,0,1
756,t378,n96,n379,0,1
757,t379,n196,n380,0,1
758,t379,n175,n380,0,1
759,t380,n92,n381,0,1
760,t380,n133,n381,0,1
761,t381,n268,n382,0,1
762,t381,n274,n382,0,1
763,t382,n27,n383,0,1
764,t382,n355,n383,0,1
765,t383,n18,n384,0,1
766,t383,n191,n384,0,1
767,t384,n11,n385,0,1
768,t384,n337,n385,0,1
769,t385,n268,n386,0,1
770,t385,n72,n386,0,1
771,t386,n78,n387,0,1
772,t386,n281,n387,0,1
773,t387,n41,n388,0,1
774,t387,n202,n388,0,1
775,t388,n69,n389,0,1
776,t388,n206,n389,0,1
777,t389,n57,n390,0,1
778,t389,n3,n390,0,1
779,t390,n374,n391,0,1
780,t390,n32,n391,0,1
781,t391,n29,n392,0,1
782,t391,n32,n392,0,1
783,t392,n70,n393,0,1
784,t392,n21,n393,0,1
785,t393,n29,n394,0,1
786,t393,n224,n394,0,1
787,t394,n32,n395,0,1
788,t394,n75,n395,0,1
789,t395,n1,n396,0,1
790,t395,n75,n396,0,1
791,t396,n38,n397,0,1
792,t396,n253,n397,0,1
793,t397,n113,n398,0,1
794,t397,n248,n398,0,1
795,t398,n29,n399,0,1
796,t398,n38,n399,0,1
797,t399,n4,n400,0,1
798,t399,n293,n400,0,1
799,t400,n309,n401,0,1
800,t400,n115,n401,0,1
801,t401,n355,n402,0,1
802,t401,n113,n402,0,1
803,t402,n312,n403,0,1
804,t402,n23,n403,0,1
805,t403,n334,n404,0,1
806,t403,n8,n404,0,1
807,t404,n21,n405,0,1
808,t404,n42,n405,0,1
809,t405,n3,n406,0,1
810,t405,n31,n406,0,1
811,t406,n21,n407,0,1
812,t406,n20,n407,0,1
813,t407,n35,n408,0,1
814,t407,n251,n408,0,1
815,t408,n29,n409,0,1
816,t408,n224,n409,0,1
817,t409,n23,n410,0,1
818,t409,n235,n410,0,1
819,t410,n41,n411,0,1
820,t410,n18,n411,0,1
821,t411,n82,n412,0,1
822,t411,n261,n412,0,1
823,t412,n29,n413,0,1
824,t412,n299,n413,0,1
825,t413,n38,n414,0,1
826,t413,n3,n414,0,1
827,t414,n31,n415,0,1
828,t414,n135,n415,0,1
829,t415,n55,n416,0,1
830,t415,n62,n416,0,1
831,t416,n33,n417,0,1
832,t416,n138,n417,0,1
833,t417,n29,n418,0,1
834,t417,n361,n418,0,1
835,t418,n175,n419,0,1
836,t418,n32,n419,0,1
837,t419,n56,n420,0,1
838,t419,n27,n420,0,1
839,t420,n97,n421,0,1
840,t420,n41,n421,0,1
841,t421,n53,n422,0,1
842,t421,n56,n422,0,1
843,t422,n96,n423,0,1
844,t422,n27,n423,0,1
845,t423,n2,n424,0,1
846,t423,n295,n424,0,1
847,t424,n347,n425,0,1
848,t424,n33,n425,0,1
849,t425,n113,n426,0,1
850,t425,n27,n426,0,1
851,t426,n275,n427,0,1
852,t426,n24,n427,0,1
853,t427,n29,n428,0,1
854,t427,n113,n428,0,1
855,t428,n213,n429,0,1
856,t428,n201,n429,0,1
857,t429,n70,n430,0,1
858,t429,n292,n430,0,1
859,t430,n279,n431,0,1
860,t430,n60,n431,0,1
861,t431,n3,n432,0,1
862,t431,n2,n432,0,1
863,t432,n18,n433,0,1
864,t432,n171,n433,0,1
865,t433,n318,n434,0,1
866,t433,n284,n434,0,1
867,t434,n296,n435,0,1
868,t434,n191,n435,0,1
869,t435,n211,n436,0,1
870,t435,n56,n436,0,1
871,t436,n337,n437,0,1
872,t436,n244,n437,0,1
873,t437,n56,n438,0,1
874,t437,n27,n438,0,1
875,t438,n416,n439,0,1
876,t438,n90,n439,0,1
877,t439,n354,n440,0,1
878,t439,n131,n440,0,1
879,t440,n23,n441,0,1
880,t440,n178,n441,0,1
881,t441,n20,n442,0,1
882,t441,n1,n442,0,1
883,t442,n53,n443,0,1
884,t442,n135,n443,0,1
885,t443,n254,n444,0,1
886,t443,n1,n444,0,1
887,t444,n292,n445,0,1
888,t444,n111,n445,0,1
889,t445,n1,n446,0,1
890,t445,n78,n446,0,1
891,t446,n116,n447,0,1
892,t446,n439,n447,0,1
893,t447,n113,n448,0,1
894,t447,n292,n448,0,1
895,t448,n166,n449,0,1
896,t448,n42,n449,0,1
897,t449,n29,n450,0,1
898,t449,n330,n450,0,1
899,t450,n160,n451,0,1
900,t450,n155,n451,0,1
901,t451,n89,n452,0,1
902,t451,n247,n452,0,1
903,t452,n23,n453,0,1
904,t452,n53,n453,0,1
905,t453,n33,n454,0,1
906,t453,n411,n454,0,1
907,t454,n221,n455,0,1
908,t454,n59,n455,0,1
909,t455,n78,n456,0,1
910,t455,n157,n456,0,1
911,t456,n195,n457,0,1
912,t456,n82,n457,0,1
913,t457,n35,n458,0,1
914,t457,n115,n458,0,1
915,t458,n101,n459,0,1
916,t458,n102,n459,0,1
917,t459,n29,n460,0,1
918,t459,n23,n460,0,1
919,t460,n32,n461,0,1
920,t460,n90,n461,0,1
921,t461,n82,n462,0,1
922,t461,n20,n462,0,1
923,t462,n243,n463,0,1
924,t462,n428,n463,0,1
925,t463,n29,n464,0,1
926,t463,n13,n464,0,1
927,t464,n199,n465,0,1
928,t464,n337,n465,0,1
929,t465,n21,n466,0,1
930,t465,n191,n466,0,1
