,t,n_start,n_end,weight,active
371,t186,n0,n187,0,1
372,t186,n61,n187,0,1
373,t187,n15,n188,0,1
374,t187,n108,n188,0,1
375,t188,n155,n189,0,1
376,t188,n42,n189,0,1
377,t189,n97,n190,0,1
378,t189,n0,n190,0,1
379,t190,n26,n191,0,1
380,t190,n45,n191,0,1
381,t191,n41,n192,0,1
382,t191,n1,n192,0,1
383,t192,n81,n193,0,1
384,t192,n30,n193,0,1
385,t193,n190,n194,0,1
386,t193,n53,n194,0,1
387,t194,n6,n195,0,1
388,t194,n24,n195,0,1
389,t195,n101,n196,0,1
390,t195,n6,n196,0,1
391,t196,n70,n197,0,1
392,t196,n149,n197,0,1
393,t197,n122,n198,0,1
394,t197,n146,n198,0,1
395,t198,n78,n199,0,1
396,t198,n106,n199,0,1
397,t199,n0,n200,0,1
398,t199,n41,n200,0,1
399,t200,n65,n201,0,1
400,t200,n178,n201,0,1
401,t201,n156,n202,0,1
402,t201,n42,n202,0,1
403,t202,n3,n203,0,1
404,t202,n71,n203,0,1
405,t203,n19,n204,0,1
406,t203,n155,n204,0,1
407,t204,n56,n205,0,1
408,t204,n29,n205,0,1
409,t205,n46,n206,0,1
410,t205,n18,n206,0,1
411,t206,n13,n207,0,1
412,t206,n15,n207,0,1
413,t207,n9,n208,0,1
414,t207,n0,n208,0,1
415,t208,n1,n209,0,1
416,t208,n98,n209,0,1
417,t209,n168,n210,0,1
418,t209,n155,n210,0,1
419,t210,n178,n211,0,1
420,t210,n195,n211,0,1
421,t211,n4,n212,0,1
422,t211,n88,n212,0,1
423,t212,n138,n213,0,1
424,t212,n115,n213,0,1
425,t213,n5,n214,0,1
426,t213,n143,n214,0,1
427,t214,n3,n215,0,1
428,t214,n43,n215,0,1
429,t215,n1,n216,0,1
430,t215,n10,n216,0,1
431,t216,n0,n217,0,1
432,t216,n212,n217,0,1
433,t217,n34,n218,0,1
434,t217,n151,n218,0,1
435,t218,n130,n219,0,1
436,t218,n33,n219,0,1
437,t219,n194,n220,0,1
438,t219,n52,n220,0,1
439,t220,n54,n221,0,1
440,t220,n145,n221,0,1
441,t221,n63,n222,0,1
442,t221,n51,n222,0,1
443,t222,n28,n223,0,1
444,t222,n125,n223,0,1
445,t223,n138,n224,0,1
446,t223,n17,n224,0,1
447,t224,n40,n225,0,1
448,t224,n22,n225,0,1
449,t225,n187,n226,0,1
450,t225,n124,n226,0,1
451,t226,n40,n227,0,1
452,t226,n2,n227,0,1
453,t227,n73,n228,0,1
454,t227,n21,n228,0,1
455,t228,n25,n229,0,1
456,t228,n15,n229,0,1
457,t229,n4,n230,0,1
458,t229,n25,n230,0,1
459,t230,n32,n231,0,1
460,t230,n103,n231,0,1
461,t231,n39,n232,0,1
462,t231,n19,n232,0,1
463,t232,n7,n233,0,1
464,t232,n2,n233,0,1
465,t233,n8,n234,0,1
466,t233,n114,n234,0,1
467,t234,n233,n235,0,1
468,t234,n171,n235,0,1
469,t235,n56,n236,0,1
470,t235,n54,n236,0,1
471,t236,n50,n237,0,1
472,t236,n5,n237,0,1
473,t237,n170,n238,0,1
474,t237,n1,n238,0,1
475,t238,n223,n239,0,1
476,t238,n12,n239,0,1
477,t239,n210,n240,0,1
478,t239,n120,n240,0,1
479,t240,n0,n241,0,1
480,t240,n43,n241,0,1
481,t241,n96,n242,0,1
482,t241,n12,n242,0,1
483,t242,n29,n243,0,1
484,t242,n15,n243,0,1
485,t243,n187,n244,0,1
486,t243,n138,n244,0,1
487,t244,n8,n245,0,1
488,t244,n40,n245,0,1
489,t245,n213,n246,0,1
490,t245,n13,n246,0,1
491,t246,n13,n247,0,1
492,t246,n5,n247,0,1
493,t247,n179,n248,0,1
494,t247,n128,n248,0,1
495,t248,n7,n249,0,1
496,t248,n0,n249,0,1
497,t249,n65,n250,0,1
498,t249,n2,n250,0,1
499,t250,n84,n251,0,1
500,t250,n17,n251,0,1
501,t251,n17,n252,0,1
502,t251,n4,n252,0,1
503,t252,n71,n253,0,1
504,t252,n179,n253,0,1
505,t253,n11,n254,0,1
506,t253,n4,n254,0,1
507,t254,n7,n255,0,1
508,t254,n46,n255,0,1
509,t255,n169,n256,0,1
510,t255,n201,n256,0,1
511,t256,n235,n257,0,1
512,t256,n204,n257,0,1
513,t257,n56,n258,0,1
514,t257,n178,n258,0,1
515,t258,n106,n259,0,1
516,t258,n1,n259,0,1
517,t259,n25,n260,0,1
518,t259,n9,n260,0,1
519,t260,n19,n261,0,1
520,t260,n40,n261,0,1
521,t261,n3,n262,0,1
522,t261,n214,n262,0,1
523,t262,n35,n263,0,1
524,t262,n114,n263,0,1
525,t263,n27,n264,0,1
526,t263,n130,n264,0,1
527,t264,n10,n265,0,1
528,t264,n7,n265,0,1
529,t265,n3,n266,0,1
530,t265,n33,n266,0,1
531,t266,n52,n267,0,1
532,t266,n0,n267,0,1
533,t267,n38,n268,0,1
534,t267,n50,n268,0,1
535,t268,n145,n269,0,1
536,t268,n29,n269,0,1
537,t269,n260,n270,0,1
538,t269,n79,n270,0,1
539,t270,n60,n271,0,1
540,t270,n10,n271,0,1
541,t271,n198,n272,0,1
542,t271,n52,n272,0,1
543,t272,n5,n273,0,1
544,t272,n131,n273,0,1
545,t273,n133,n274,0,1
546,t273,n102,n274,0,1
547,t274,n114,n275,0,1
548,t274,n84,n275,0,1
549,t275,n8,n276,0,1
550,t275,n243,n276,0,1
551,t276,n214,n277,0,1
552,t276,n2,n277,0,1
553,t277,n33,n278,0,1
554,t277,n130,n278,0,1
555,t278,n172,n279,0,1
556,t278,n123,n279,0,1
557,t279,n154,n280,0,1
558,t279,n62,n280,0,1
559,t280,n40,n281,0,1
560,t280,n37,n281,0,1
561,t281,n130,n282,0,1
562,t281,n273,n282,0,1
563,t282,n54,n283,0,1
564,t282,n71,n283,0,1
565,t283,n5,n284,0,1
566,t283,n267,n284,0,1
567,t284,n87,n285,0,1
568,t284,n150,n285,0,1
569,t285,n143,n286,0,1
570,t285,n26,n286,0,1
571,t286,n19,n287,0,1
572,t286,n176,n287,0,1
573,t287,n64,n288,0,1
574,t287,n240,n288,0,1
575,t288,n268,n289,0,1
576,t288,n277,n289,0,1
577,t289,n86,n290,0,1
578,t289,n1,n290,0,1
579,t290,n155,n291,0,1
580,t290,n169,n291,0,1
581,t291,n172,n292,0,1
582,t291,n58,n292,0,1
583,t292,n58,n293,0,1
584,t292,n190,n293,0,1
585,t293,n171,n294,0,1
586,t293,n196,n294,0,1
587,t294,n168,n295,0,1
588,t294,n151,n295,0,1
589,t295,n17,n296,0,1
590,t295,n150,n296,0,1
591,t296,n2,n297,0,1
592,t296,n7,n297,0,1
593,t297,n1,n298,0,1
594,t297,n15,n298,0,1
595,t298,n115,n299,0,1
596,t298,n200,n299,0,1
597,t299,n184,n300,0,1
598,t299,n40,n300,0,1
599,t300,n0,n301,0,1
600,t300,n86,n301,0,1
601,t301,n0,n302,0,1
602,t301,n16,n302,0,1
603,t302,n64,n303,0,1
604,t302,n28,n303,0,1
605,t303,n32,n304,0,1
606,t303,n215,n304,0,1
607,t304,n24,n305,0,1
608,t304,n82,n305,0,1
609,t305,n18,n306,0,1
610,t305,n10,n306,0,1
611,t306,n190,n307,0,1
612,t306,n194,n307,0,1
613,t307,n103,n308,0,1
614,t307,n198,n308,0,1
615,t308,n42,n309,0,1
616,t308,n40,n309,0,1
617,t309,n168,n310,0,1
618,t309,n10,n310,0,1
619,t310,n11,n311,0,1
620,t310,n81,n311,0,1
621,t311,n272,n312,0,1
622,t311,n0,n312,0,1
623,t312,n128,n313,0,1
624,t312,n6,n313,0,1
625,t313,n278,n314,0,1
626,t313,n192,n314,0,1
627,t314,n73,n315,0,1
628,t314,n43,n315,0,1
629,t315,n235,n316,0,1
630,t315,n223,n316,0,1
631,t316,n40,n317,0,1
632,t316,n264,n317,0,1
633,t317,n18,n318,0,1
634,t317,n137,n318,0,1
635,t318,n133,n319,0,1
636,t318,n90,n319,0,1
637,t319,n247,n320,0,1
638,t319,n100,n320,0,1
639,t320,n5,n321,0,1
640,t320,n27,n321,0,1
641,t321,n154,n322,0,1
642,t321,n2,n322,0,1
643,t322,n1,n323,0,1
644,t322,n168,n323,0,1
645,t323,n98,n324,0,1
646,t323,n4,n324,0,1
647,t324,n139,n325,0,1
648,t324,n180,n325,0,1
649,t325,n192,n326,0,1
650,t325,n25,n326,0,1
651,t326,n26,n327,0,1
652,t326,n114,n327,0,1
653,t327,n8,n328,0,1
654,t327,n97,n328,0,1
655,t328,n115,n329,0,1
656,t328,n51,n329,0,1
657,t329,n116,n330,0,1
658,t329,n324,n330,0,1
659,t330,n3,n331,0,1
660,t330,n153,n331,0,1
661,t331,n160,n332,0,1
662,t331,n314,n332,0,1
663,t332,n23,n333,0,1
664,t332,n274,n333,0,1
665,t333,n21,n334,0,1
666,t333,n322,n334,0,1
667,t334,n210,n335,0,1
668,t334,n29,n335,0,1
669,t335,n43,n336,0,1
670,t335,n267,n336,0,1
671,t336,n314,n337,0,1
672,t336,n101,n337,0,1
673,t337,n168,n338,0,1
674,t337,n330,n338,0,1
675,t338,n12,n339,0,1
676,t338,n91,n339,0,1
677,t339,n235,n340,0,1
678,t339,n4,n340,0,1
679,t340,n124,n341,0,1
680,t340,n314,n341,0,1
681,t341,n149,n342,0,1
682,t341,n73,n342,0,1
683,t342,n180,n343,0,1
684,t342,n22,n343,0,1
685,t343,n277,n344,0,1
686,t343,n17,n344,0,1
687,t344,n227,n345,0,1
688,t344,n40,n345,0,1
689,t345,n24,n346,0,1
690,t345,n1,n346,0,1
691,t346,n128,n347,0,1
692,t346,n88,n347,0,1
693,t347,n31,n348,0,1
694,t347,n115,n348,0,1
695,t348,n128,n349,0,1
696,t348,n321,n349,0,1
697,t349,n40,n350,0,1
698,t349,n204,n350,0,1
699,t350,n220,n351,0,1
700,t350,n349,n351,0,1
701,t351,n287,n352,0,1
702,t351,n160,n352,0,1
703,t352,n333,n353,0,1
704,t352,n281,n353,0,1
705,t353,n218,n354,0,1
706,t353,n29,n354,0,1
707,t354,n171,n355,0,1
708,t354,n4,n355,0,1
709,t355,n285,n356,0,1
710,t355,n235,n356,0,1
711,t356,n7,n357,0,1
712,t356,n60,n357,0,1
713,t357,n79,n358,0,1
714,t357,n2,n358,0,1
715,t358,n3,n359,0,1
716,t358,n248,n359,0,1
717,t359,n189,n360,0,1
718,t359,n128,n360,0,1
719,t360,n23,n361,0,1
720,t360,n240,n361,0,1
721,t361,n118,n362,0,1
722,t361,n5,n362,0,1
723,t362,n122,n363,0,1
724,t362,n0,n363,0,1
725,t363,n103,n364,0,1
726,t363,n130,n364,0,1
727,t364,n31,n365,0,1
728,t364,n298,n365,0,1
729,t365,n50,n366,0,1
730,t365,n1,n366,0,1
731,t366,n155,n367,0,1
732,t366,n38,n367,0,1
733,t367,n319,n368,0,1
734,t367,n265,n368,0,1
735,t368,n352,n369,0,1
736,t368,n1,n369,0,1
737,t369,n167,n370,0,1
738,t369,n8,n370,0,1
739,t370,n40,n371,0,1
740,t370,n16,n371,0,1
741,t371,n50,n372,0,1
742,t371,n200,n372,0,1
743,t372,n12,n373,0,1
744,t372,n363,n373,0,1
745,t373,n10,n374,0,1
746,t373,n148,n374,0,1
747,t374,n261,n375,0,1
748,t374,n307,n375,0,1
749,t375,n336,n376,0,1
750,t375,n127,n376,0,1
751,t376,n290,n377,0,1
752,t376,n85,n377,0,1
753,t377,n365,n378,0,1
754,t377,n7,n378,0,1
755,t378,n377,n379,0,1
756,t378,n281,n379,0,1
757,t379,n17,n380,0,1
758,t379,n128,n380,0,1
759,t380,n151,n381,0,1
760,t380,n179,n381,0,1
761,t381,n1,n382,0,1
762,t381,n156,n382,0,1
763,t382,n214,n383,0,1
764,t382,n155,n383,0,1
765,t383,n149,n384,0,1
766,t383,n181,n384,0,1
767,t384,n3,n385,0,1
768,t384,n137,n385,0,1
769,t385,n78,n386,0,1
770,t385,n10,n386,0,1
771,t386,n285,n387,0,1
772,t386,n3,n387,0,1
773,t387,n0,n388,0,1
774,t387,n364,n388,0,1
775,t388,n214,n389,0,1
776,t388,n40,n389,0,1
777,t389,n4,n390,0,1
778,t389,n10,n390,0,1
779,t390,n79,n391,0,1
780,t390,n29,n391,0,1
781,t391,n204,n392,0,1
782,t391,n81,n392,0,1
783,t392,n6,n393,0,1
784,t392,n13,n393,0,1
785,t393,n8,n394,0,1
786,t393,n17,n394,0,1
787,t394,n262,n395,0,1
788,t394,n25,n395,0,1
789,t395,n277,n396,0,1
790,t395,n301,n396,0,1
791,t396,n42,n397,0,1
792,t396,n377,n397,0,1
793,t397,n309,n398,0,1
794,t397,n213,n398,0,1
795,t398,n44,n399,0,1
796,t398,n110,n399,0,1
797,t399,n40,n400,0,1
798,t399,n178,n400,0,1
799,t400,n40,n401,0,1
800,t400,n352,n401,0,1
801,t401,n276,n402,0,1
802,t401,n6,n402,0,1
803,t402,n66,n403,0,1
804,t402,n108,n403,0,1
805,t403,n202,n404,0,1
806,t403,n87,n404,0,1
807,t404,n234,n405,0,1
808,t404,n381,n405,0,1
809,t405,n1,n406,0,1
810,t405,n372,n406,0,1
811,t406,n232,n407,0,1
812,t406,n13,n407,0,1
813,t407,n364,n408,0,1
814,t407,n25,n408,0,1
815,t408,n10,n409,0,1
816,t408,n192,n409,0,1
817,t409,n2,n410,0,1
818,t409,n19,n410,0,1
819,t410,n117,n411,0,1
820,t410,n4,n411,0,1
821,t411,n63,n412,0,1
822,t411,n1,n412,0,1
823,t412,n380,n413,0,1
824,t412,n333,n413,0,1
825,t413,n317,n414,0,1
826,t413,n390,n414,0,1
827,t414,n3,n415,0,1
828,t414,n351,n415,0,1
829,t415,n176,n416,0,1
830,t415,n171,n416,0,1
831,t416,n103,n417,0,1
832,t416,n162,n417,0,1
833,t417,n118,n418,0,1
834,t417,n19,n418,0,1
835,t418,n213,n419,0,1
836,t418,n100,n419,0,1
837,t419,n81,n420,0,1
838,t419,n102,n420,0,1
839,t420,n214,n421,0,1
840,t420,n270,n421,0,1
841,t421,n351,n422,0,1
842,t421,n116,n422,0,1
843,t422,n406,n423,0,1
844,t422,n184,n423,0,1
845,t423,n26,n424,0,1
846,t423,n4,n424,0,1
847,t424,n27,n425,0,1
848,t424,n29,n425,0,1
849,t425,n364,n426,0,1
850,t425,n33,n426,0,1
851,t426,n29,n427,0,1
852,t426,n42,n427,0,1
853,t427,n341,n428,0,1
854,t427,n118,n428,0,1
855,t428,n172,n429,0,1
856,t428,n164,n429,0,1
857,t429,n371,n430,0,1
858,t429,n360,n430,0,1
859,t430,n108,n431,0,1
860,t430,n37,n431,0,1
861,t431,n256,n432,0,1
862,t431,n7,n432,0,1
863,t432,n371,n433,0,1
864,t432,n31,n433,0,1
865,t433,n18,n434,0,1
866,t433,n298,n434,0,1
867,t434,n13,n435,0,1
868,t434,n64,n435,0,1
869,t435,n60,n436,0,1
870,t435,n258,n436,0,1
871,t436,n116,n437,0,1
872,t436,n214,n437,0,1
873,t437,n103,n438,0,1
874,t437,n69,n438,0,1
875,t438,n7,n439,0,1
876,t438,n3,n439,0,1
877,t439,n148,n440,0,1
878,t439,n247,n440,0,1
879,t440,n151,n441,0,1
880,t440,n32,n441,0,1
881,t441,n278,n442,0,1
882,t441,n54,n442,0,1
883,t442,n118,n443,0,1
884,t442,n88,n443,0,1
885,t443,n42,n444,0,1
886,t443,n75,n444,0,1
887,t444,n54,n445,0,1
888,t444,n358,n445,0,1
889,t445,n149,n446,0,1
890,t445,n155,n446,0,1
891,t446,n13,n447,0,1
892,t446,n276,n447,0,1
893,t447,n435,n448,0,1
894,t447,n432,n448,0,1
895,t448,n13,n449,0,1
896,t448,n10,n449,0,1
897,t449,n10,n450,0,1
898,t449,n90,n450,0,1
899,t450,n1,n451,0,1
900,t450,n432,n451,0,1
901,t451,n145,n452,0,1
902,t451,n306,n452,0,1
903,t452,n18,n453,0,1
904,t452,n52,n453,0,1
905,t453,n253,n454,0,1
906,t453,n18,n454,0,1
907,t454,n206,n455,0,1
908,t454,n403,n455,0,1
909,t455,n345,n456,0,1
910,t455,n66,n456,0,1
911,t456,n40,n457,0,1
912,t456,n171,n457,0,1
913,t457,n446,n458,0,1
914,t457,n88,n458,0,1
915,t458,n321,n459,0,1
916,t458,n423,n459,0,1
917,t459,n245,n460,0,1
918,t459,n128,n460,0,1
919,t460,n407,n461,0,1
920,t460,n259,n461,0,1
921,t461,n432,n462,0,1
922,t461,n32,n462,0,1
923,t462,n172,n463,0,1
924,t462,n230,n463,0,1
925,t463,n86,n464,0,1
926,t463,n8,n464,0,1
927,t464,n406,n465,0,1
928,t464,n123,n465,0,1
929,t465,n38,n466,0,1
930,t465,n151,n466,0,1
